OBJECTID,ELEVATION,HYDRANTID,FFW,LAT,LON
2377.00000,400.90272,LMSP 4244,2007.00000,35.4237514,-79.1696983
2378.00000,369.37423,LMSP 4385,2160.00000,35.4200398,-79.1712183
2379.00000,384.44173,LMSP 4319,2111.00000,35.4217543,-79.1701878
2380.00000,400.06096,LMSP 4912,2000.00000,35.4156890,-79.1726487
2381.00000,395.56198,PH1-49,1986.00000,35.4148894,-79.1723091
2382.00000,391.87203,SFWN 364,1979.00000,35.4118301,-79.1687425
2383.00000,335.94843,SFWN 682,2340.00000,35.4070849,-79.1668017
2384.00000,393.06778,LMSP 5036,2049.00000,35.4140933,-79.1729559
2385.00000,381.14259,LMSP 5223,2111.00000,35.4115822,-79.1743498
2386.00000,343.09091,LMSP 5360,2243.00000,35.4095827,-79.1754051
2387.00000,384.37676,LMSP 5544,2153.00000,35.4065388,-79.1772252
2388.00000,373.91264,LMSP 5732,2153.00000,35.4042688,-79.1788875
2389.00000,401.73447,LMSP 5924,2000.00000,35.4026457,-79.1814932
2390.00000,398.21034,DRFD6716,2000.00000,35.4002619,-79.1834814
2391.00000,392.07855,DRFD 6824,2035.00000,35.3988310,-79.1830155
2392.00000,387.88880,DRFD 6971,2076.00000,35.3970587,-79.1824157
2393.00000,371.20966,DRFD 7049,2153.00000,35.3957946,-79.1815364
2394.00000,381.72109,FRMS 4004,2104.00000,35.3971473,-79.1811532
2395.00000,371.52490,FRMS 4135,2201.00000,35.3952379,-79.1818159
2396.00000,372.95354,FRMS 4261,2167.00000,35.3942765,-79.1832414
2397.00000,375.17670,FRMS 4327,2139.00000,35.3936233,-79.1848420
2398.00000,405.28805,LMSP 6310,1958.00000,35.4017335,-79.1846416
2399.00000,406.76298,LMSP 6406,1944.00000,35.4010613,-79.1870663
2400.00000,414.60742,LMSP 6532,1882.00000,35.4006243,-79.1885858
2401.00000,424.44950,HNTR 5000,1826.00000,35.4017135,-79.1881623
2402.00000,401.75757,LMSP 6668,1958.00000,35.3993714,-79.1903526
2403.00000,350.89144,LMSP 7068,2042.00000,35.3942465,-79.1936267
2404.00000,415.33604,GRWD 1796,1861.00000,35.3905233,-79.2036264
2405.00000,389.19688,REVS 6513,2035.00000,35.3845082,-79.2016225
2406.00000,390.72158,WLLT 2152,1944.00000,35.3974501,-79.2036818
2407.00000,418.57517,JOMS 101,1840.00000,35.4019174,-79.2032897
2408.00000,439.88654,JOMS 361,1806.00000,35.4005894,-79.1978926
2409.00000,422.60247,WLLT 1441,1958.00000,35.4081327,-79.2075016
2410.00000,410.51549,HNKC 116,1861.00000,35.3648192,-79.2120657
2411.00000,407.64681,PLSN 2760,1771.00000,35.3606792,-79.2102219
2412.00000,408.58877,PLSN 3172,1875.00000,35.3555084,-79.2098203
2413.00000,414.19567,PLSN 3486,1792.00000,35.3491353,-79.2099858
2414.00000,401.98393,PLSN 3986,1931.00000,35.3446152,-79.2046856
2415.00000,364.07819,SNDR 57,2146.00000,35.3650708,-79.1790941
2416.00000,363.99303,SNDR 178,2153.00000,35.3650252,-79.1832276
2417.00000,356.25366,NCHW 32,2181.00000,35.3659388,-79.1800294
2418.00000,346.03046,NCHW 66,2250.00000,35.3669215,-79.1803801
2419.00000,334.42448,NCHW 154,2319.00000,35.3676899,-79.1807773
2420.00000,363.26685,PH1-25,2153.00000,35.3781915,-79.1444906
2421.00000,333.43544,PH1-24,2326.00000,35.3787667,-79.1370047
2422.00000,297.37491,SENS 4369,2444.00000,35.3796230,-79.1325575
2423.00000,313.23092,SWNS 4193,2222.00000,35.3796165,-79.1295952
2424.00000,364.12430,PH1-22,2118.00000,35.3795198,-79.1237376
2425.00000,339.87221,FRWK 323,2250.00000,35.3947404,-79.1131381
2426.00000,358.46900,FRWK 663,2097.00000,35.3909633,-79.1171859
2427.00000,336.60130,PH1-17,2278.00000,35.3878902,-79.1144549
2428.00000,312.11914,PH1-16,2410.00000,35.3827339,-79.1136642
2429.00000,363.82716,FRWK 1031,2097.00000,35.3862589,-79.1177618
2430.00000,365.87269,FRWK 1335,2097.00000,35.3818299,-79.1183491
2431.00000,351.87119,JNGR 478,2222.00000,35.3814535,-79.1412506
2432.00000,363.45502,BLYT 72,2167.00000,35.3739592,-79.1194646
2433.00000,328.93172,BLYT 524,2424.00000,35.3701979,-79.1254852
2434.00000,335.21017,BLYT 932,2465.00000,35.3674022,-79.1307105
2435.00000,331.28858,BLYT 1298,2306.00000,35.3650184,-79.1380787
2436.00000,342.91644,BLYT 1724,2299.00000,35.3609801,-79.1432160
2437.00000,350.91934,BLYT 2078,2222.00000,35.3581249,-79.1480536
2438.00000,355.25083,PH1-207,2292.00000,35.3546714,-79.1499707
2439.00000,377.97485,SFWN 5388,2076.00000,35.3487016,-79.1490138
2440.00000,385.33447,OLVA 6063,2076.00000,35.3489317,-79.1481245
2441.00000,409.61533,PH1-188,1861.00000,35.3317436,-79.1867942
2442.00000,422.78122,SFWN 7982,1819.00000,35.3310524,-79.1801272
2443.00000,428.27251,SFWB 7302,1722.00000,35.3284724,-79.1744896
2444.00000,428.22763,EDWS 5907,1722.00000,35.3278189,-79.1729571
2445.00000,310.63300,SFWN 4596,2431.00000,35.3570947,-79.1549489
2446.00000,309.01029,SFWN 4202,2451.00000,35.3610087,-79.1590216
2447.00000,339.39766,SFWN 3800,2417.00000,35.3666252,-79.1594828
2448.00000,355.43580,PH1-204,2285.00000,35.3719598,-79.1612134
2449.00000,380.78813,SFWN 3032,2181.00000,35.3774891,-79.1611470
2450.00000,398.88234,UPCF 8,1972.00000,35.3794200,-79.1692075
2451.00000,390.49610,UPCF 116,2035.00000,35.3782732,-79.1694870
2452.00000,379.35397,ODBC 101,2097.00000,35.3772148,-79.1697528
2453.00000,369.76565,ODBC 107,2118.00000,35.3772519,-79.1713389
2454.00000,378.79280,PLBD 72,2090.00000,35.3771680,-79.1682695
2455.00000,358.24357,PLBD 136,2208.00000,35.3771216,-79.1671533
2456.00000,370.10681,UPCF 216,2139.00000,35.3756256,-79.1695993
2457.00000,355.44367,PKHS 10,2222.00000,35.3744496,-79.1689741
2458.00000,358.13106,PKHS 80,2188.00000,35.3747932,-79.1675716
2459.00000,346.90638,PKHS 146,2257.00000,35.3750303,-79.1664611
2460.00000,354.30673,UPCF 300,2236.00000,35.3740953,-79.1690882
2461.00000,347.77739,UPCF 316,2271.00000,35.3726132,-79.1686478
2462.00000,331.05355,JNGF 946,2167.00000,35.3527186,-79.1670259
2463.00000,350.57074,JNGF 260,2264.00000,35.3553499,-79.1610437
2464.00000,354.92924,PH1-196,2229.00000,35.3511304,-79.1612548
2465.00000,347.83623,DGLF 684,2215.00000,35.3462672,-79.1599081
2466.00000,335.35511,DGLF930,2250.00000,35.3421792,-79.1642812
2467.00000,389.55139,DGLF 1272,2062.00000,35.3430683,-79.1706711
2468.00000,386.34957,SNRS 2,2021.00000,35.3629395,-79.1831654
2469.00000,370.08544,SNRS 117,2125.00000,35.3643334,-79.1840189
2470.00000,359.58177,SNRS 214,2188.00000,35.3650471,-79.1857293
2471.00000,352.81840,SNRS 310,2229.00000,35.3655706,-79.1868749
2472.00000,440.94929,EDWS 5735,1750.00000,35.3328007,-79.1743843
2473.00000,377.85845,EDWS 5273,1931.00000,35.3380984,-79.1735074
2474.00000,355.71929,JNCM 774,2208.00000,35.3499851,-79.1854756
2475.00000,396.60559,BKCH 760,1965.00000,35.3390110,-79.1846832
2476.00000,369.33230,GTRL 832,2222.00000,35.3424544,-79.1860232
2477.00000,358.01621,GTRL 237,2194.00000,35.3472154,-79.1922524
2478.00000,352.42741,THMS 130,2201.00000,35.3484092,-79.1911006
2479.00000,402.71275,NICH 2205,1938.00000,35.3462116,-79.1973578
2480.00000,418.95735,NICH 2741,1792.00000,35.3415203,-79.2013602
2481.00000,428.58649,NICH 2941,1708.00000,35.3379244,-79.2035215
2482.00000,429.88072,BKCH 1810,1708.00000,35.3339088,-79.1994539
2483.00000,409.62138,BKCH 1368,1861.00000,35.3325077,-79.1941410
2484.00000,412.04465,BKCH 1028,1854.00000,35.3355033,-79.1900863
2485.00000,414.49722,BLCK 450,1854.00000,35.3272615,-79.1970501
2486.00000,365.04886,BLCK 992,2243.00000,35.3238644,-79.1925996
2487.00000,359.26094,BLCK 1250,2104.00000,35.3192486,-79.1909271
2488.00000,331.98159,BLCK 1448,2333.00000,35.3147614,-79.1912676
2489.00000,303.50362,CTLN 1816,2500.00000,35.3128053,-79.1959192
2490.00000,314.22219,EAKR 30,2396.00000,35.3142952,-79.1968158
2491.00000,331.35075,EAKR 98,2306.00000,35.3164362,-79.1962272
2492.00000,328.99179,STWY 225,2333.00000,35.3167076,-79.1980166
2493.00000,315.91867,STWY  218,2451.00000,35.3185971,-79.1991135
2494.00000,346.59678,STWY 299,2264.00000,35.3200790,-79.1998102
2495.00000,347.99826,EAKR 106,2208.00000,35.3182294,-79.1954719
2496.00000,355.07415,EAKR 116,2174.00000,35.3199205,-79.1939623
2497.00000,343.74367,CTLN 2276,2208.00000,35.3159614,-79.2031794
2498.00000,372.54885,CTLN 2630,2111.00000,35.3188335,-79.2091772
2499.00000,356.21194,CTLN 2952,2215.00000,35.3212252,-79.2141773
2500.00000,380.83779,CTLN 3348,2111.00000,35.3238641,-79.2198929
2501.00000,428.48771,NICH 4293,1785.00000,35.3267111,-79.2198282
2502.00000,448.67629,NICH 3381,1465.00000,35.3300862,-79.2153852
2503.00000,425.28159,NICH 3157,1743.00000,35.3335767,-79.2087387
2504.00000,414.23415,RFCR 4357,1840.00000,35.3550206,-79.2294310
2505.00000,375.74606,PH1-120,1986.00000,35.3616989,-79.2319321
2506.00000,411.77972,PH1-121,1819.00000,35.3675725,-79.2316229
2507.00000,409.99955,SGMP 5271,1847.00000,35.3705425,-79.2314413
2508.00000,453.59487,PLSN 2238,1569.00000,35.3672656,-79.2068845
2509.00000,438.13064,PH1-158,1674.00000,35.3702601,-79.2019699
2510.00000,409.65588,PH1-159,1951.00000,35.3745540,-79.1984293
2511.00000,396.13610,SNDS 550,2007.00000,35.3792191,-79.1919722
2512.00000,420.13905,PH1-162,1701.00000,35.3652787,-79.1997980
2513.00000,386.80001,SNDS 2218,1951.00000,35.3632690,-79.1940533
2514.00000,390.19839,SNDS 2606,2000.00000,35.3610521,-79.1881034
2515.00000,348.48189,NICH 1291,2292.00000,35.3555297,-79.1902195
2516.00000,367.92966,STNL 100,2118.00000,35.3512988,-79.1956180
2517.00000,361.99737,TRFB 11,2229.00000,35.3525513,-79.1940952
2518.00000,376.62761,TRFB 120,2069.00000,35.3496466,-79.1968229
2519.00000,359.24413,STNL 209,2188.00000,35.3517903,-79.1968440
2520.00000,364.22208,STNL 217,2174.00000,35.3518790,-79.1987642
2521.00000,375.07335,STNL 229,2104.00000,35.3512169,-79.1998565
2522.00000,384.53347,NICH 1924,2069.00000,35.3501191,-79.1938295
2523.00000,375.81996,NT,2090.00000,35.3426845,-79.2245820
2524.00000,387.39201,NT,2097.00000,35.3446423,-79.2196085
2525.00000,397.07922,NT,1792.00000,35.3463546,-79.2122062
2526.00000,363.01470,NT,2146.00000,35.3438370,-79.2311498
2527.00000,393.42308,SNDS 293,1979.00000,35.3818006,-79.1887907
2528.00000,439.08781,PH1-90,1708.00000,35.4026612,-79.2339388
2529.00000,422.64574,WTHL1069,1750.00000,35.3947071,-79.2435437
2530.00000,423.02998,WTHL 1143,1819.00000,35.3939756,-79.2444400
2531.00000,450.29939,CDRL 147,1590.00000,35.3881691,-79.2510460
2532.00000,476.47870,HVNG 102,1361.00000,35.3860029,-79.2527649
2533.00000,411.68450,EKES 919,1875.00000,35.3829162,-79.2467451
2534.00000,489.64362,EKES 461,1333.00000,35.3830635,-79.2390066
2535.00000,465.12665,EKES 104,1444.00000,35.3842399,-79.2325533
2536.00000,448.67918,CDRL 720,1569.00000,35.3822384,-79.2522115
2537.00000,427.32706,CDRL 1044,1792.00000,35.3769302,-79.2550184
2538.00000,414.47496,CDRL 1408,1826.00000,35.3717723,-79.2559323
2539.00000,399.50449,CDRL 1768,1924.00000,35.3668987,-79.2550573
2540.00000,378.72195,CDRL 2121,2111.00000,35.3629133,-79.2493470
2541.00000,400.99378,BLKY 282,1931.00000,35.3646312,-79.2440843
2542.00000,434.23363,BLKY 678,1757.00000,35.3702267,-79.2427424
2543.00000,350.41158,OFLW 803,1840.00000,35.4742626,-79.1795800
2544.00000,342.11375,STBR 1947,2118.00000,35.4596405,-79.3151824
2545.00000,318.82534,STBR 4819,2090.00000,35.4589650,-79.3052416
2546.00000,362.00793,STBR 4421,2049.00000,35.4574617,-79.2982930
2547.00000,383.40265,STBR 4077,1951.00000,35.4556276,-79.2927652
2548.00000,400.09433,STBR 3741,1854.00000,35.4549446,-79.2865639
2549.00000,398.29746,PCKD 3441,1840.00000,35.4549589,-79.2853998
2550.00000,381.37587,PCKD 2724,1931.00000,35.4646886,-79.2840782
2551.00000,375.83046,PCKD 2213,1958.00000,35.4696765,-79.2836493
2552.00000,364.25962,PCKD 1871,2035.00000,35.4758034,-79.2822012
2553.00000,352.34881,PCKD 1553,2111.00000,35.4801541,-79.2830705
2554.00000,348.29943,PCKD 36,2125.00000,35.4837079,-79.2844534
2555.00000,349.94667,PCKD 13,2042.00000,35.5006843,-79.2786141
2556.00000,340.36511,CRBT 5289,2090.00000,35.5030851,-79.2847780
2557.00000,259.76177,CRBT 5347,2590.00000,35.5055587,-79.2931220
2558.00000,318.93689,CRBT 5729,2208.00000,35.5071013,-79.2980196
2559.00000,279.00542,CMNK 820,2181.00000,35.5506793,-79.2383130
2560.00000,267.94656,CTY-9,2257.00000,35.5545505,-79.2369773
2561.00000,264.56436,CTY-8,2278.00000,35.5599214,-79.2372157
2562.00000,269.93159,CMNK 1581,2243.00000,35.5612469,-79.2382376
2563.00000,279.58890,NT,2903.00000,35.5194665,-79.0100793
2564.00000,267.21794,NT,2993.00000,35.5214434,-79.0053678
2565.00000,224.25885,BCKH 3401,3174.00000,35.5194662,-78.9928891
2566.00000,451.20015,88,2444.00000,35.4531804,-79.0349823
2567.00000,404.10684,BRGS 327,1854.00000,35.4541904,-79.2476669
2568.00000,386.04005,BRGS 685,1938.00000,35.4569904,-79.2535679
2569.00000,371.71886,STBR 849,2049.00000,35.4580062,-79.2562308
2570.00000,312.28213,STBR 2215,2479.00000,35.4584585,-79.2615592
2571.00000,347.17120,CKWD 67,2306.00000,35.4605088,-79.2676627
2572.00000,283.51200,CKWD 281,2514.00000,35.4629941,-79.2694023
2573.00000,308.52656,CKWD 477,2389.00000,35.4656550,-79.2688605
2574.00000,353.17061,CKWD 1156,2312.00000,35.4733687,-79.2717021
2575.00000,325.21290,DBLN 168,2306.00000,35.4736387,-79.2746405
2576.00000,376.55020,DBLN 430,2035.00000,35.4707509,-79.2763053
2577.00000,377.30357,STBR 2957,1965.00000,35.4560762,-79.2748938
2578.00000,378.06570,STBR 2619,2014.00000,35.4581085,-79.2704133
2579.00000,330.26771,TNDR 3,2292.00000,35.4679724,-79.2710042
2580.00000,330.51381,TNDR 219,2326.00000,35.4652716,-79.2724873
2581.00000,309.42583,HLBK 68,2396.00000,35.4705163,-79.2723676
2582.00000,321.33819,HLBL 228,2326.00000,35.4685675,-79.2744927
2583.00000,354.69514,HLBK 340,2340.00000,35.4662537,-79.2756429
2584.00000,391.77665,STBR 3532,1903.00000,35.4534887,-79.2806225
2585.00000,277.33506,CRBT 4622,2424.00000,35.4969166,-79.2683835
2586.00000,350.08907,NT,1965.00000,35.5083024,-79.2565899
2587.00000,361.30153,NT,1993.00000,35.5127900,-79.2615877
2588.00000,346.89826,NT,2028.00000,35.5008586,-79.2557453
2589.00000,365.85510,NT,1924.00000,35.4960867,-79.2540804
2590.00000,373.27922,CRBT 4246,1903.00000,35.4922894,-79.2566760
2591.00000,342.47104,CRBT 4620,2062.00000,35.4939736,-79.2630243
2592.00000,350.71689,CRBT 4004,1993.00000,35.4885203,-79.2530060
2593.00000,370.17885,CRBT 3850,1882.00000,35.4813473,-79.2503413
2594.00000,408.44637,CRBT 3314,1604.00000,35.4755894,-79.2372833
2595.00000,350.48424,MCPR 856,2104.00000,35.4297009,-79.3054377
2596.00000,387.16150,JFED 6847,1993.00000,35.3471699,-79.2362038
2597.00000,337.04127,PCKT 1876,2132.00000,35.3914537,-79.1057646
2598.00000,359.44052,PCKT 1502,2056.00000,35.3936278,-79.0995770
2599.00000,342.51964,PCKT 331,3618.00000,35.3952740,-79.0933497
2600.00000,362.22416,CXML 8533,3611.00000,35.3985860,-79.0889067
2601.00000,357.80329,CXML 6458,2042.00000,35.4034508,-79.0900699
2602.00000,357.82311,CXML 6068,2000.00000,35.4089505,-79.0901092
2603.00000,295.09976,CXML 5652,2410.00000,35.4138772,-79.0873197
2604.00000,270.59993,CXML 5078,2451.00000,35.4193412,-79.0866872
2605.00000,327.00357,CXML 4738,2243.00000,35.4242775,-79.0886257
2606.00000,347.87212,CXML 4478,2174.00000,35.4280757,-79.0918200
2607.00000,381.33986,CXML 4058,2021.00000,35.4332811,-79.0969667
2608.00000,392.04342,HNCK 313,1958.00000,35.3592938,-79.2522646
2609.00000,365.66695,CDRL 2546,2097.00000,35.3598630,-79.2446411
2610.00000,397.04843,CDRL 2816,1910.00000,35.3605097,-79.2384702
2611.00000,433.70391,OKLF 289,1792.00000,35.3726735,-79.2387920
2612.00000,430.90814,OKLF 601,1708.00000,35.3752992,-79.2399164
2613.00000,482.98212,PH1-101,1271.00000,35.3817908,-79.2805776
2614.00000,489.07468,PH1-100,1090.00000,35.3866933,-79.2840775
2615.00000,487.14763,NT,1257.00000,35.3997560,-79.2891879
2616.00000,365.39024,NT,2014.00000,35.4317983,-79.3114724
2617.00000,349.00770,NT,2028.00000,35.4377689,-79.3125774
2618.00000,367.17101,NT,1986.00000,35.4460466,-79.3137780
2619.00000,360.70036,NT,1993.00000,35.4504344,-79.3154893
2620.00000,400.36200,NT,2104.00000,35.4558110,-79.3175814
2621.00000,379.98270,MCPR 1097,1917.00000,35.4289607,-79.3094980
2622.00000,501.08983,CRCH 5121,1069.00000,35.4031826,-79.2876696
2623.00000,484.89298,CRCH 4653,1229.00000,35.4067604,-79.2826610
2624.00000,491.51594,CRCH 4267,1194.00000,35.4124381,-79.2799617
2625.00000,487.92425,HNLY 4284,1222.00000,35.4152535,-79.2758212
2626.00000,452.98120,HNLY 4514,1465.00000,35.4121895,-79.2715352
2627.00000,424.47064,HNLY 4844,1708.00000,35.4087673,-79.2683656
2628.00000,376.60542,HNLY 5022,2069.00000,35.4044299,-79.2675014
2629.00000,420.27251,CRCH 3533,1799.00000,35.4178565,-79.2691873
2630.00000,347.59369,CRCH3113,2229.00000,35.4168145,-79.2622150
2631.00000,346.20288,CRCH 2727,2201.00000,35.4174836,-79.2559755
2632.00000,406.39237,CRCH 2339,1924.00000,35.4201796,-79.2502154
2633.00000,351.51704,CRCH 2003,2215.00000,35.4247558,-79.2463389
2634.00000,368.18150,CRCH 1163,2069.00000,35.4296660,-79.2422057
2635.00000,457.30297,CRCH 1014,1542.00000,35.4330798,-79.2379296
2636.00000,448.87338,TMWS 123,1694.00000,35.4314763,-79.2368249
2637.00000,378.22006,TMWS 495,2062.00000,35.4270253,-79.2355012
2638.00000,399.22981,ARMX 983,1958.00000,35.4235443,-79.2417190
2639.00000,469.74007,ARMX 585,1444.00000,35.4214680,-79.2363262
2640.00000,483.46556,ARMX 425,1292.00000,35.4204598,-79.2347811
2641.00000,465.28308,ARM305,1521.00000,35.4181658,-79.2293056
2642.00000,481.93075,KNWD 83,1396.00000,35.4214345,-79.2307854
2643.00000,488.33337,CHRC 53,1326.00000,35.4208878,-79.2285656
2644.00000,492.27057,CHRC 402,1243.00000,35.4196330,-79.2323754
2645.00000,458.01299,IDWD 100,1549.00000,35.4186482,-79.2353977
2646.00000,447.35148,IDWD 164,1632.00000,35.4185373,-79.2370839
2647.00000,429.25119,IDWD 286,1771.00000,35.4176367,-79.2383661
2648.00000,484.31377,CHRC 549,1389.00000,35.4178243,-79.2341762
2649.00000,432.07003,CHRC 929,1826.00000,35.4132255,-79.2385116
2650.00000,454.31333,CHRC 1199,1562.00000,35.4119416,-79.2447077
2651.00000,450.79445,CHRC 1447,1590.00000,35.4109400,-79.2505320
2652.00000,392.98043,CHRC 923,1993.00000,35.4095706,-79.2565728
2653.00000,385.05575,CHRC 2829,2069.00000,35.4039340,-79.2694688
2654.00000,447.16093,CHRC 3181,1597.00000,35.4032071,-79.2754262
2655.00000,478.49137,CHRC 3623,1312.00000,35.3987229,-79.2794787
2656.00000,476.65023,SNTB 104,1326.00000,35.3973057,-79.2814105
2657.00000,502.09188,CHRC 3886,1097.00000,35.3952702,-79.2850535
2658.00000,498.14413,CHRC 4127,1097.00000,35.3943002,-79.2868322
2659.00000,459.75248,PH1-97,1465.00000,35.3842443,-79.2752162
2660.00000,461.18740,WTHL 2715,1458.00000,35.3877071,-79.2700773
2661.00000,446.13678,WTHL 2285,1590.00000,35.3894153,-79.2628654
2662.00000,441.32394,PH1-94,1597.00000,35.3904399,-79.2549345
2663.00000,483.75891,SNTB 265,1236.00000,35.3963618,-79.2806099
2664.00000,473.40468,SNTB  256,1354.00000,35.3962106,-79.2788971
2665.00000,466.10647,SNTB 245,1472.00000,35.3950578,-79.2785516
2666.00000,461.93022,SNTB 240,1479.00000,35.3940342,-79.2785936
2667.00000,470.18455,SNTB 235,1382.00000,35.3930553,-79.2792412
2668.00000,477.95331,SNTB 230,1285.00000,35.3936369,-79.2804957
2669.00000,485.01105,SNTB 210,1243.00000,35.3950033,-79.2808941
2670.00000,432.77837,VLLN 7321,1646.00000,35.3982328,-79.2719801
2671.00000,428.54942,HRGP 8692,1750.00000,35.3953502,-79.2741018
2672.00000,459.00122,VLLN 7513,1479.00000,35.3941163,-79.2762746
2673.00000,442.66242,TWNB 8703,1667.00000,35.3937479,-79.2749866
2674.00000,435.39269,HLPD 8707,1688.00000,35.3932022,-79.2724245
2675.00000,446.79490,VLLN 7701,1576.00000,35.3917855,-79.2725864
2676.00000,434.53388,PSMM 7801,1736.00000,35.3953510,-79.2704250
2677.00000,415.59402,SGCK 8500,1819.00000,35.3972920,-79.2678525
2678.00000,431.24579,VLLN 7902,1660.00000,35.3956696,-79.2679348
2679.00000,412.63049,VLLN 7998,1819.00000,35.3999126,-79.2650886
2680.00000,493.61070,BKST 3347,1139.00000,35.4087054,-79.2866674
2681.00000,470.92596,BKST 2987,1361.00000,35.4133210,-79.2887786
2682.00000,448.35929,BKST 2595,1542.00000,35.4184109,-79.2924966
2683.00000,399.91686,MCPR 406,1785.00000,35.4293822,-79.2986481
2684.00000,403.66384,SFRK 925,1951.00000,35.4521860,-79.2425252
2685.00000,432.27353,SFRK 1045,1576.00000,35.4476633,-79.2428542
2686.00000,450.31297,HNLY 997,1549.00000,35.4434888,-79.2418027
2687.00000,445.76875,NT,1632.00000,35.4401624,-79.2417544
2688.00000,413.66938,NT,1799.00000,35.4348214,-79.2467564
2689.00000,463.59567,HNLY 777,1458.00000,35.4417670,-79.2377959
2690.00000,404.04156,SFRK 720,2035.00000,35.4559523,-79.2355553
2691.00000,402.09100,GRNW 10,2076.00000,35.4568916,-79.2360421
2692.00000,395.28599,GRNW 20,2083.00000,35.4576623,-79.2374562
2693.00000,381.61090,GRNW 30,2188.00000,35.4583124,-79.2389135
2694.00000,360.45839,GRNW 40,2292.00000,35.4593638,-79.2395106
2695.00000,383.91122,GRNW 50,2174.00000,35.4607381,-79.2417745
2696.00000,368.37700,SFRN 300,2229.00000,35.4597891,-79.2408363
2697.00000,360.00431,SFRN 320,2285.00000,35.4585018,-79.2415372
2698.00000,473.77556,SFRK 614,1611.00000,35.4579004,-79.2318960
2700.00000,395.92569,NFRK 490,1368.00000,35.4736490,-79.2181935
2701.00000,391.90933,NFRK 722,1431.00000,35.4740897,-79.2167397
2702.00000,383.94762,PBLB 539,1472.00000,35.4746291,-79.2152266
2703.00000,370.61907,PBLB 2612,1625.00000,35.4754997,-79.2155515
2704.00000,380.72947,PBLB 2750,1535.00000,35.4762742,-79.2168104
2705.00000,381.90774,PBLB 2852,1528.00000,35.4764794,-79.2185655
2706.00000,426.15681,SFRK 700,1910.00000,35.4568737,-79.2338174
2707.00000,447.46290,HOLT 33,1576.00000,35.4426470,-79.2463940
2708.00000,413.03384,HOLT 315,1840.00000,35.4444802,-79.2507345
2709.00000,395.06660,HOLT 515,1965.00000,35.4465321,-79.2557985
2710.00000,373.09496,HOLT 709,2056.00000,35.4478867,-79.2599537
2711.00000,427.07879,HNLY 1557,1701.00000,35.4409150,-79.2512788
2712.00000,404.20761,HNLY 1695,1785.00000,35.4410000,-79.2538533
2713.00000,372.43124,HNLY 1897,2076.00000,35.4405544,-79.2577958
2714.00000,400.49021,HNLY 2739,1910.00000,35.4344625,-79.2677110
2715.00000,420.15108,HNLY 3131,1826.00000,35.4305482,-79.2721287
2716.00000,436.74275,HNLY 3535,1681.00000,35.4255615,-79.2756636
2717.00000,456.12555,HNLY 3903,1521.00000,35.4201770,-79.2760706
2718.00000,395.73190,MCPR 739,1757.00000,35.4303806,-79.3016216
2719.00000,440.06862,BKST 1857,1576.00000,35.4282139,-79.2904540
2720.00000,430.56585,BKST 1525,1639.00000,35.4326721,-79.2879786
2721.00000,411.67350,DYCS 1391,1778.00000,35.4331564,-79.2864261
2722.00000,402.04696,TWVW 213,1861.00000,35.4324373,-79.2859976
2723.00000,417.80514,TWVW 296,1736.00000,35.4322976,-79.2847579
2724.00000,391.77509,CNCK 164,1917.00000,35.4312794,-79.2855635
2725.00000,393.03081,CNCK 199,1931.00000,35.4312542,-79.2846167
2726.00000,404.10584,DYCS 510,1917.00000,35.4365624,-79.2708912
2727.00000,400.94570,BKST 1188,1833.00000,35.4377433,-79.2877976
2728.00000,392.42381,BKST 827,1861.00000,35.4422204,-79.2869584
2729.00000,375.54002,NT,1993.00000,35.4447983,-79.2906467
2730.00000,367.26286,NT,2049.00000,35.4475875,-79.2949503
2731.00000,408.31384,BKST 403,1771.00000,35.4475292,-79.2841939
2732.00000,408.70779,BKST 95,1764.00000,35.4522473,-79.2827308
2733.00000,322.79629,23D-3,1875.00000,35.4643526,-79.2506014
2734.00000,359.91511,STBR 1058,1597.00000,35.4668169,-79.2485401
2735.00000,369.09609,23A-6,1458.00000,35.4679319,-79.2468251
2736.00000,330.85561,NT,1757.00000,35.4679600,-79.2504361
2737.00000,363.78232,NT,1542.00000,35.4686524,-79.2493845
2738.00000,329.55926,NT,1833.00000,35.4670578,-79.2514871
2739.00000,326.74661,NT,1861.00000,35.4663264,-79.2520491
2740.00000,323.72763,NT,1826.00000,35.4690857,-79.2513892
2741.00000,322.95342,NT,1826.00000,35.4704037,-79.2518546
2742.00000,378.97981,STBR 848,1424.00000,35.4684256,-79.2450269
2743.00000,392.25204,23A-4,1312.00000,35.4690732,-79.2425499
2744.00000,389.00516,WTFL 10,1340.00000,35.4687635,-79.2405840
2745.00000,379.44842,SCNC 10,1437.00000,35.4681967,-79.2419965
2746.00000,387.79893,SCNC 20,1368.00000,35.4671415,-79.2428043
2747.00000,375.13628,CYCT 10,1479.00000,35.4677742,-79.2392812
2748.00000,377.62717,WTFL 20,1451.00000,35.4676655,-79.2402452
2749.00000,364.80778,WTFL 30,1451.00000,35.4667430,-79.2410733
2750.00000,353.09396,WTFL 40,1667.00000,35.4653323,-79.2419600
2751.00000,394.11288,23A-3,1257.00000,35.4697600,-79.2399910
2752.00000,372.34845,MNGR 607,1597.00000,35.4758807,-79.2111127
2753.00000,361.25071,MNGR 703,1653.00000,35.4771456,-79.2118615
2754.00000,344.78162,MNGR 769,1778.00000,35.4780585,-79.2123486
2755.00000,419.23816,HNCK 649,1826.00000,35.3617482,-79.2580289
